T07	"Enrolment in primary, secondary and tertiary education levels"					
776	Tonga	2002	Gross enrollment ratio - Secondary (male)	105.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2002	Gross enrollment ratio - Secondary (female)	116.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2002	Students enrolled in tertiary education (thousands)	1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2002	Gross enrollment ratio - Tertiary (male)	4.2	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2002	Gross enrollment ratio - Tertiary (female)	7.1	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2003	Students enrolled in primary education (thousands)	18		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2003	Gross enrollement ratio - Primary (male)	118.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2003	Gross enrollment ratio - Primary (female)	111.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2003	Students enrolled in secondary education (thousands)	16		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2003	Students enrolled in tertiary education (thousands)	1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2003	Gross enrollment ratio - Tertiary (male)	4.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2003	Gross enrollment ratio - Tertiary (female)	8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2004	Students enrolled in primary education (thousands)	17		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2004	Gross enrollement ratio - Primary (male)	114.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2004	Gross enrollment ratio - Primary (female)	108.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2004	Students enrolled in secondary education (thousands)	14		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2005	Students enrolled in primary education (thousands)	17		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2005	Gross enrollement ratio - Primary (male)	113.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2005	Gross enrollment ratio - Primary (female)	110.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2010	Students enrolled in primary education (thousands)	17		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2010	Gross enrollement ratio - Primary (male)	109.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2010	Gross enrollment ratio - Primary (female)	107.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2010	Students enrolled in secondary education (thousands)	15		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2010	Gross enrollment ratio - Secondary (male)	100.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2010	Gross enrollment ratio - Secondary (female)	107.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2014	Students enrolled in primary education (thousands)	17		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2014	Gross enrollement ratio - Primary (male)	108.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2014	Gross enrollment ratio - Primary (female)	107.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2014	Students enrolled in secondary education (thousands)	15		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2014	Gross enrollment ratio - Secondary (male)	86.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
776	Tonga	2014	Gross enrollment ratio - Secondary (female)	94.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2004	Students enrolled in primary education (thousands)	137	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2004	Gross enrollement ratio - Primary (male)	103.4	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2004	Gross enrollment ratio - Primary (female)	100	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2004	Students enrolled in secondary education (thousands)	105	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2004	Gross enrollment ratio - Secondary (male)	82.6	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2004	Gross enrollment ratio - Secondary (female)	88.5	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2004	Students enrolled in tertiary education (thousands)	17		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2004	Gross enrollment ratio - Tertiary (male)	10.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2004	Gross enrollment ratio - Tertiary (female)	13.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2005	Students enrolled in primary education (thousands)	130	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2005	Gross enrollement ratio - Primary (male)	100.7	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2005	Gross enrollment ratio - Primary (female)	97.8	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2010	Students enrolled in primary education (thousands)	131		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2010	Gross enrollement ratio - Primary (male)	108		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
780	Trinidad and Tobago	2010	Gross enrollment ratio - Primary (female)	104.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
